Mod:Item:MetaData, Localized Name
animania:entity_egg_tom_tabby, item.animania_entity_egg_tom_tabby.name
animania:entity_egg_queen_tabby, item.animania_entity_egg_queen_tabby.name
animania:entity_egg_kitten_tabby, item.animania_entity_egg_kitten_tabby.name
animania:entity_egg_male_blood_hound, item.animania_entity_egg_male_blood_hound.name
animania:entity_egg_female_blood_hound, item.animania_entity_egg_female_blood_hound.name
animania:entity_egg_puppy_blood_hound, item.animania_entity_egg_puppy_blood_hound.name
animania:entity_egg_male_chihuahua, item.animania_entity_egg_male_chihuahua.name
animania:entity_egg_female_chihuahua, item.animania_entity_egg_female_chihuahua.name
animania:entity_egg_puppy_chihuahua, item.animania_entity_egg_puppy_chihuahua.name
animania:entity_egg_male_collie, item.animania_entity_egg_male_collie.name
animania:entity_egg_female_collie, item.animania_entity_egg_female_collie.name
animania:entity_egg_puppy_collie, item.animania_entity_egg_puppy_collie.name
animania:entity_egg_male_corgi, item.animania_entity_egg_male_corgi.name
animania:entity_egg_female_corgi, item.animania_entity_egg_female_corgi.name
animania:entity_egg_puppy_corgi, item.animania_entity_egg_puppy_corgi.name
animania:entity_egg_male_dachshund, item.animania_entity_egg_male_dachshund.name
animania:entity_egg_female_dachshund, item.animania_entity_egg_female_dachshund.name
animania:entity_egg_puppy_dachshund, item.animania_entity_egg_puppy_dachshund.name
animania:entity_egg_male_fox, item.animania_entity_egg_male_fox.name
animania:entity_egg_female_fox, item.animania_entity_egg_female_fox.name
animania:entity_egg_puppy_fox, item.animania_entity_egg_puppy_fox.name
animania:entity_egg_male_german_shepherd, item.animania_entity_egg_male_german_shepherd.name
animania:entity_egg_female_german_shepherd, item.animania_entity_egg_female_german_shepherd.name
animania:entity_egg_puppy_german_shepherd, item.animania_entity_egg_puppy_german_shepherd.name
animania:entity_egg_male_great_dane, item.animania_entity_egg_male_great_dane.name
animania:entity_egg_female_great_dane, item.animania_entity_egg_female_great_dane.name
animania:entity_egg_puppy_great_dane, item.animania_entity_egg_puppy_great_dane.name
animania:entity_egg_male_greyhound, item.animania_entity_egg_male_greyhound.name
animania:entity_egg_female_greyhound, item.animania_entity_egg_female_greyhound.name
animania:entity_egg_puppy_greyhound, item.animania_entity_egg_puppy_greyhound.name
animania:entity_egg_male_husky, item.animania_entity_egg_male_husky.name
animania:entity_egg_female_husky, item.animania_entity_egg_female_husky.name
animania:entity_egg_puppy_husky, item.animania_entity_egg_puppy_husky.name
animania:entity_egg_male_labrador, item.animania_entity_egg_male_labrador.name
animania:entity_egg_female_labrador, item.animania_entity_egg_female_labrador.name
animania:entity_egg_puppy_labrador, item.animania_entity_egg_puppy_labrador.name
animania:entity_egg_male_pomeranian, item.animania_entity_egg_male_pomeranian.name
animania:entity_egg_female_pomeranian, item.animania_entity_egg_female_pomeranian.name
animania:entity_egg_puppy_pomeranian, item.animania_entity_egg_puppy_pomeranian.name
animania:entity_egg_male_poodle, item.animania_entity_egg_male_poodle.name
animania:entity_egg_female_poodle, item.animania_entity_egg_female_poodle.name
animania:entity_egg_puppy_poodle, item.animania_entity_egg_puppy_poodle.name
animania:entity_egg_male_pug, item.animania_entity_egg_male_pug.name
animania:entity_egg_female_pug, item.animania_entity_egg_female_pug.name
animania:entity_egg_puppy_pug, item.animania_entity_egg_puppy_pug.name
animania:entity_egg_male_wolf, item.animania_entity_egg_male_wolf.name
animania:entity_egg_female_wolf, item.animania_entity_egg_female_wolf.name
animania:entity_egg_puppy_wolf, item.animania_entity_egg_puppy_wolf.name
animania:entity_egg_dog_random, item.animania_entity_egg_dog_random.name
animania:entity_egg_cat_random, item.animania_entity_egg_cat_random.name
animania:pet_bowl, Pet Bowl
animania:cat_bed_1, Cat Bed
animania:cat_bed_2, Cat Bed
animania:cat_tower, Cat Tower
animania:dog_house, Dog House
animania:dog_pillow, Dog Pillow
animania:litter_box, Litter Box
animania:entity_egg_hamster, item.animania_entity_egg_hamster.name
animania:entity_egg_ferret_grey, item.animania_entity_egg_ferret_grey.name
animania:entity_egg_ferret_white, item.animania_entity_egg_ferret_white.name
animania:entity_egg_hedgehog, item.animania_entity_egg_hedgehog.name
animania:entity_egg_hedgehog_albino, item.animania_entity_egg_hedgehog_albino.name
animania:entity_egg_toad, item.animania_entity_egg_toad.name
animania:entity_egg_frog, item.animania_entity_egg_frog.name
animania:entity_egg_buck_cottontail, item.animania_entity_egg_buck_cottontail.name
animania:entity_egg_doe_cottontail, item.animania_entity_egg_doe_cottontail.name
animania:entity_egg_kit_cottontail, item.animania_entity_egg_kit_cottontail.name
animania:entity_egg_buck_chinchilla, item.animania_entity_egg_buck_chinchilla.name
animania:entity_egg_doe_chinchilla, item.animania_entity_egg_doe_chinchilla.name
animania:entity_egg_kit_chinchilla, item.animania_entity_egg_kit_chinchilla.name
animania:entity_egg_buck_dutch, item.animania_entity_egg_buck_dutch.name
animania:entity_egg_doe_dutch, item.animania_entity_egg_doe_dutch.name
animania:entity_egg_kit_dutch, item.animania_entity_egg_kit_dutch.name
animania:entity_egg_buck_havana, item.animania_entity_egg_buck_havana.name
animania:entity_egg_doe_havana, item.animania_entity_egg_doe_havana.name
animania:entity_egg_kit_havana, item.animania_entity_egg_kit_havana.name
animania:entity_egg_buck_jack, item.animania_entity_egg_buck_jack.name
animania:entity_egg_doe_jack, item.animania_entity_egg_doe_jack.name
animania:entity_egg_kit_jack, item.animania_entity_egg_kit_jack.name
animania:entity_egg_buck_new_zealand, item.animania_entity_egg_buck_new_zealand.name
animania:entity_egg_doe_new_zealand, item.animania_entity_egg_doe_new_zealand.name
animania:entity_egg_kit_new_zealand, item.animania_entity_egg_kit_new_zealand.name
animania:entity_egg_buck_rex, item.animania_entity_egg_buck_rex.name
animania:entity_egg_doe_rex, item.animania_entity_egg_doe_rex.name
animania:entity_egg_kit_rex, item.animania_entity_egg_kit_rex.name
animania:entity_egg_buck_lop, item.animania_entity_egg_buck_lop.name
animania:entity_egg_doe_lop, item.animania_entity_egg_doe_lop.name
animania:entity_egg_kit_lop, item.animania_entity_egg_kit_lop.name
animania:entity_egg_peachick_charcoal, item.animania_entity_egg_peachick_charcoal.name
animania:entity_egg_peahen_charcoal, item.animania_entity_egg_peahen_charcoal.name
animania:entity_egg_peacock_charcoal, item.animania_entity_egg_peacock_charcoal.name
animania:entity_egg_peachick_opal, item.animania_entity_egg_peachick_opal.name
animania:entity_egg_peahen_opal, item.animania_entity_egg_peahen_opal.name
animania:entity_egg_peacock_opal, item.animania_entity_egg_peacock_opal.name
animania:entity_egg_peachick_peach, item.animania_entity_egg_peachick_peach.name
animania:entity_egg_peahen_peach, item.animania_entity_egg_peahen_peach.name
animania:entity_egg_peacock_peach, item.animania_entity_egg_peacock_peach.name
animania:entity_egg_peachick_purple, item.animania_entity_egg_peachick_purple.name
animania:entity_egg_peahen_purple, item.animania_entity_egg_peahen_purple.name
animania:entity_egg_peacock_purple, item.animania_entity_egg_peacock_purple.name
animania:entity_egg_peachick_taupe, item.animania_entity_egg_peachick_taupe.name
animania:entity_egg_peahen_taupe, item.animania_entity_egg_peahen_taupe.name
animania:entity_egg_peacock_taupe, item.animania_entity_egg_peacock_taupe.name
animania:entity_egg_peachick_blue, item.animania_entity_egg_peachick_blue.name
animania:entity_egg_peahen_blue, item.animania_entity_egg_peahen_blue.name
animania:entity_egg_peacock_blue, item.animania_entity_egg_peacock_blue.name
animania:entity_egg_peachick_white, item.animania_entity_egg_peachick_white.name
animania:entity_egg_peahen_white, item.animania_entity_egg_peahen_white.name
animania:entity_egg_peacock_white, item.animania_entity_egg_peacock_white.name
animania:blue_peacock_feather, Blue Peacock Feather
animania:white_peacock_feather, White Peacock Feather
animania:charcoal_peacock_feather, Charcoal Peacock Feather
animania:opal_peacock_feather, Opal Peacock Feather
animania:peach_peacock_feather, Peach Peacock Feather
animania:purple_peacock_feather, Purple Peacock Feather
animania:taupe_peacock_feather, Taupe Peacock Feather
animania:hamster_food, Hamster Food
animania:hamster_ball_clear, item.null.name
animania:hamster_ball_colored:0, Black Hamster Ball
animania:hamster_ball_colored:1, Red Hamster Ball
animania:hamster_ball_colored:2, Green Hamster Ball
animania:hamster_ball_colored:3, Brown Hamster Ball
animania:hamster_ball_colored:4, Blue Hamster Ball
animania:hamster_ball_colored:5, Purple Hamster Ball
animania:hamster_ball_colored:6, Cyan Hamster Ball
animania:hamster_ball_colored:7, Light Gray Hamster Ball
animania:hamster_ball_colored:8, Gray Hamster Ball
animania:hamster_ball_colored:9, Pink Hamster Ball
animania:hamster_ball_colored:10, Lime Hamster Ball
animania:hamster_ball_colored:11, Yellow Hamster Ball
animania:hamster_ball_colored:12, Light Blue Hamster Ball
animania:hamster_ball_colored:13, Magenta Hamster Ball
animania:hamster_ball_colored:14, Orange Hamster Ball
animania:hamster_ball_colored:15, White Hamster Ball
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Roast Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_peacock, Raw Peacock
animania:cooked_peacock, Roast Peacock
animania:raw_prime_peacock, Raw Prime Peacock
animania:cooked_prime_peacock, Roast Prime Peacock
animania:entity_egg_peacock_random, item.animania_entity_egg_peacock_random.name
animania:entity_egg_rabbit_random, item.animania_entity_egg_rabbit_random.name
animania:entity_egg_dart_frog, item.animania_entity_egg_dart_frog.name
animania:block_hamster_wheel, Hamster Wheel
animania:entity_egg_mare_draft, item.animania_entity_egg_mare_draft.name
animania:entity_egg_stallion_draft, item.animania_entity_egg_stallion_draft.name
animania:entity_egg_foal_draft, item.animania_entity_egg_foal_draft.name
animania:entity_egg_piglet_yorkshire, item.animania_entity_egg_piglet_yorkshire.name
animania:entity_egg_sow_yorkshire, item.animania_entity_egg_sow_yorkshire.name
animania:entity_egg_hog_yorkshire, item.animania_entity_egg_hog_yorkshire.name
animania:entity_egg_piglet_old_spot, item.animania_entity_egg_piglet_old_spot.name
animania:entity_egg_sow_old_spot, item.animania_entity_egg_sow_old_spot.name
animania:entity_egg_hog_old_spot, item.animania_entity_egg_hog_old_spot.name
animania:entity_egg_piglet_large_black, item.animania_entity_egg_piglet_large_black.name
animania:entity_egg_sow_large_black, item.animania_entity_egg_sow_large_black.name
animania:entity_egg_hog_large_black, item.animania_entity_egg_hog_large_black.name
animania:entity_egg_piglet_large_white, item.animania_entity_egg_piglet_large_white.name
animania:entity_egg_sow_large_white, item.animania_entity_egg_sow_large_white.name
animania:entity_egg_hog_large_white, item.animania_entity_egg_hog_large_white.name
animania:entity_egg_piglet_hampshire, item.animania_entity_egg_piglet_hampshire.name
animania:entity_egg_sow_hampshire, item.animania_entity_egg_sow_hampshire.name
animania:entity_egg_hog_hampshire, item.animania_entity_egg_hog_hampshire.name
animania:entity_egg_piglet_duroc, item.animania_entity_egg_piglet_duroc.name
animania:entity_egg_sow_duroc, item.animania_entity_egg_sow_duroc.name
animania:entity_egg_hog_duroc, item.animania_entity_egg_hog_duroc.name
animania:entity_egg_chick_leghorn, item.animania_entity_egg_chick_leghorn.name
animania:entity_egg_hen_leghorn, item.animania_entity_egg_hen_leghorn.name
animania:entity_egg_rooster_leghorn, item.animania_entity_egg_rooster_leghorn.name
animania:entity_egg_chick_orpington, item.animania_entity_egg_chick_orpington.name
animania:entity_egg_hen_orpington, item.animania_entity_egg_hen_orpington.name
animania:entity_egg_rooster_orpington, item.animania_entity_egg_rooster_orpington.name
animania:entity_egg_chick_plymouth_rock, item.animania_entity_egg_chick_plymouth_rock.name
animania:entity_egg_hen_plymouth_rock, item.animania_entity_egg_hen_plymouth_rock.name
animania:entity_egg_rooster_plymouth_rock, item.animania_entity_egg_rooster_plymouth_rock.name
animania:entity_egg_chick_rhode_island_red, item.animania_entity_egg_chick_rhode_island_red.name
animania:entity_egg_hen_rhode_island_red, item.animania_entity_egg_hen_rhode_island_red.name
animania:entity_egg_rooster_rhode_island_red, item.animania_entity_egg_rooster_rhode_island_red.name
animania:entity_egg_chick_wyandotte, item.animania_entity_egg_chick_wyandotte.name
animania:entity_egg_hen_wyandotte, item.animania_entity_egg_hen_wyandotte.name
animania:entity_egg_rooster_wyandotte, item.animania_entity_egg_rooster_wyandotte.name
animania:entity_egg_calf_angus, item.animania_entity_egg_calf_angus.name
animania:entity_egg_cow_angus, item.animania_entity_egg_cow_angus.name
animania:entity_egg_bull_angus, item.animania_entity_egg_bull_angus.name
animania:entity_egg_calf_friesian, item.animania_entity_egg_calf_friesian.name
animania:entity_egg_cow_friesian, item.animania_entity_egg_cow_friesian.name
animania:entity_egg_bull_friesian, item.animania_entity_egg_bull_friesian.name
animania:entity_egg_calf_hereford, item.animania_entity_egg_calf_hereford.name
animania:entity_egg_cow_hereford, item.animania_entity_egg_cow_hereford.name
animania:entity_egg_bull_hereford, item.animania_entity_egg_bull_hereford.name
animania:entity_egg_calf_holstein, item.animania_entity_egg_calf_holstein.name
animania:entity_egg_cow_holstein, item.animania_entity_egg_cow_holstein.name
animania:entity_egg_bull_holstein, item.animania_entity_egg_bull_holstein.name
animania:entity_egg_calf_longhorn, item.animania_entity_egg_calf_longhorn.name
animania:entity_egg_cow_longhorn, item.animania_entity_egg_cow_longhorn.name
animania:entity_egg_bull_longhorn, item.animania_entity_egg_bull_longhorn.name
animania:entity_egg_calf_highland, item.animania_entity_egg_calf_highland.name
animania:entity_egg_cow_highland, item.animania_entity_egg_cow_highland.name
animania:entity_egg_bull_highland, item.animania_entity_egg_bull_highland.name
animania:entity_egg_calf_jersey, item.animania_entity_egg_calf_jersey.name
animania:entity_egg_cow_jersey, item.animania_entity_egg_cow_jersey.name
animania:entity_egg_bull_jersey, item.animania_entity_egg_bull_jersey.name
animania:entity_egg_calf_mooshroom, item.animania_entity_egg_calf_mooshroom.name
animania:entity_egg_cow_mooshroom, item.animania_entity_egg_cow_mooshroom.name
animania:entity_egg_bull_mooshroom, item.animania_entity_egg_bull_mooshroom.name
animania:entity_egg_kid_alpine, item.animania_entity_egg_kid_alpine.name
animania:entity_egg_buck_alpine, item.animania_entity_egg_buck_alpine.name
animania:entity_egg_doe_alpine, item.animania_entity_egg_doe_alpine.name
animania:entity_egg_kid_angora, item.animania_entity_egg_kid_angora.name
animania:entity_egg_buck_angora, item.animania_entity_egg_buck_angora.name
animania:entity_egg_doe_angora, item.animania_entity_egg_doe_angora.name
animania:entity_egg_kid_fainting, item.animania_entity_egg_kid_fainting.name
animania:entity_egg_buck_fainting, item.animania_entity_egg_buck_fainting.name
animania:entity_egg_doe_fainting, item.animania_entity_egg_doe_fainting.name
animania:entity_egg_kid_kiko, item.animania_entity_egg_kid_kiko.name
animania:entity_egg_buck_kiko, item.animania_entity_egg_buck_kiko.name
animania:entity_egg_doe_kiko, item.animania_entity_egg_doe_kiko.name
animania:entity_egg_kid_kinder, item.animania_entity_egg_kid_kinder.name
animania:entity_egg_buck_kinder, item.animania_entity_egg_buck_kinder.name
animania:entity_egg_doe_kinder, item.animania_entity_egg_doe_kinder.name
animania:entity_egg_kid_nigerian_dwarf, item.animania_entity_egg_kid_nigerian_dwarf.name
animania:entity_egg_buck_nigerian_dwarf, item.animania_entity_egg_buck_nigerian_dwarf.name
animania:entity_egg_doe_nigerian_dwarf, item.animania_entity_egg_doe_nigerian_dwarf.name
animania:entity_egg_kid_pygmy, item.animania_entity_egg_kid_pygmy.name
animania:entity_egg_buck_pygmy, item.animania_entity_egg_buck_pygmy.name
animania:entity_egg_doe_pygmy, item.animania_entity_egg_doe_pygmy.name
animania:entity_egg_lamb_friesian, item.animania_entity_egg_lamb_friesian.name
animania:entity_egg_ewe_friesian, item.animania_entity_egg_ewe_friesian.name
animania:entity_egg_ram_friesian, item.animania_entity_egg_ram_friesian.name
animania:entity_egg_lamb_suffolk, item.animania_entity_egg_lamb_suffolk.name
animania:entity_egg_ewe_suffolk, item.animania_entity_egg_ewe_suffolk.name
animania:entity_egg_ram_suffolk, item.animania_entity_egg_ram_suffolk.name
animania:entity_egg_lamb_dorper, item.animania_entity_egg_lamb_dorper.name
animania:entity_egg_ewe_dorper, item.animania_entity_egg_ewe_dorper.name
animania:entity_egg_ram_dorper, item.animania_entity_egg_ram_dorper.name
animania:entity_egg_lamb_dorset, item.animania_entity_egg_lamb_dorset.name
animania:entity_egg_ewe_dorset, item.animania_entity_egg_ewe_dorset.name
animania:entity_egg_ram_dorset, item.animania_entity_egg_ram_dorset.name
animania:entity_egg_lamb_merino, item.animania_entity_egg_lamb_merino.name
animania:entity_egg_ewe_merino, item.animania_entity_egg_ewe_merino.name
animania:entity_egg_ram_merino, item.animania_entity_egg_ram_merino.name
animania:entity_egg_lamb_jacob, item.animania_entity_egg_lamb_jacob.name
animania:entity_egg_ewe_jacob, item.animania_entity_egg_ewe_jacob.name
animania:entity_egg_ram_jacob, item.animania_entity_egg_ram_jacob.name
animania:item_cart, Horse Cart
animania:item_wagon, Covered Wagon
animania:item_tiller, Tiller
animania:carving_knife, Carving Knife
animania:salt, Salt
animania:riding_crop, Riding Crop
animania:milk_bottle, Bottle of Milk
animania:brown_egg, Egg
animania:wheel, Wheel
animania:super_omelette, Super Omelette
animania:truffle_omelette, Truffle Omelette
animania:bacon_omelette, Bacon Omelette
animania:cheese_omelette, Cheese Omelette
animania:plain_omelette, Plain Omelette
animania:truffle, Truffle
animania:truffle_soup, Truffle Soup
animania:chocolate_truffle, Chocolate Truffle
animania:honey_bottle, Bottle of Honey
