ID,Display Text,Title,Description,Icon,X,Y,Background,Frame,Is Hidden,Should Announce,Should Show Toast,Parent,Children,Reward Experience,Reward Loot,Reward Recipes,Reward Function
minecraft:recipes/root,minecraft:recipes/root§r,,,,,,,,,,,,"minecraft:recipes/building_blocks/string_to_wool
minecraft:recipes/combat/leather_chestplate
minecraft:recipes/building_blocks/acacia_planks
minecraft:recipes/tools/compass
minecraft:recipes/redstone/repeater
minecraft:recipes/building_blocks/quartz_block
minecraft:recipes/building_blocks/polished_andesite
minecraft:recipes/redstone/iron_door
minecraft:recipes/building_blocks/purpur_block
minecraft:recipes/building_blocks/pink_stained_hardened_clay
minecraft:recipes/decorations/nether_brick_fence
minecraft:recipes/misc/magenta_dye_from_allium
minecraft:recipes/decorations/red_bed
minecraft:recipes/misc/iron_ingot_from_nuggets
minecraft:recipes/decorations/cyan_bed
minecraft:recipes/transportation/jungle_boat
minecraft:recipes/building_blocks/magenta_stained_hardened_clay
minecraft:recipes/building_blocks/birch_stairs
minecraft:recipes/building_blocks/jungle_stairs
minecraft:recipes/redstone/heavy_weighted_pressure_plate
minecraft:recipes/transportation/dark_oak_boat
minecraft:recipes/transportation/carrot_on_a_stick
minecraft:recipes/redstone/daylight_detector
minecraft:recipes/food/pumpkin_pie
minecraft:recipes/building_blocks/purpur_pillar
minecraft:recipes/decorations/end_rod
minecraft:recipes/building_blocks/pink_wool
minecraft:recipes/redstone/jungle_door
minecraft:recipes/building_blocks/nether_brick_stairs
minecraft:recipes/decorations/brown_bed_from_white_bed
minecraft:recipes/building_blocks/lit_pumpkin
minecraft:recipes/redstone/jungle_fence_gate
minecraft:recipes/building_blocks/polished_granite
minecraft:recipes/building_blocks/stonebrick
minecraft:recipes/redstone/piston
minecraft:recipes/combat/golden_leggings
minecraft:recipes/building_blocks/stone_stairs
minecraft:recipes/building_blocks/chiseled_red_sandstone
minecraft:recipes/transportation/rail
minecraft:recipes/decorations/brown_stained_glass_pane
minecraft:recipes/building_blocks/light_gray_stained_hardened_clay
minecraft:recipes/decorations/dark_oak_fence
minecraft:recipes/combat/diamond_boots
minecraft:recipes/building_blocks/nether_brick
minecraft:recipes/redstone/wooden_door
minecraft:recipes/decorations/light_blue_bed
minecraft:recipes/building_blocks/chiseled_stonebrick
minecraft:recipes/building_blocks/pink_stained_glass
minecraft:recipes/decorations/light_gray_stained_glass_pane
minecraft:recipes/decorations/light_gray_bed_from_white_bed
minecraft:recipes/building_blocks/bone_block
minecraft:recipes/tools/fishing_rod
minecraft:recipes/decorations/purple_stained_glass_pane
minecraft:recipes/building_blocks/black_stained_glass
minecraft:recipes/building_blocks/red_stained_hardened_clay
minecraft:recipes/redstone/lever
minecraft:recipes/building_blocks/acacia_wooden_slab
minecraft:recipes/misc/magenta_dye_from_lilac
minecraft:recipes/misc/light_blue_dye_from_blue_orchid
minecraft:recipes/combat/iron_sword
minecraft:recipes/redstone/observer
minecraft:recipes/redstone/spruce_door
minecraft:recipes/building_blocks/mossy_cobblestone
minecraft:recipes/building_blocks/snow
minecraft:recipes/misc/light_gray_dye_from_white_tulip
minecraft:recipes/building_blocks/lime_concrete_powder
minecraft:recipes/building_blocks/nether_brick_slab
minecraft:recipes/tools/iron_pickaxe
minecraft:recipes/building_blocks/gray_stained_glass
signals:recipes/rail_link
minecraft:recipes/redstone/spruce_fence_gate
minecraft:recipes/building_blocks/yellow_concrete_powder
minecraft:recipes/misc/pumpkin_seeds
minecraft:recipes/combat/leather_helmet
minecraft:recipes/decorations/crafting_table
minecraft:recipes/building_blocks/mossy_stonebrick
minecraft:recipes/building_blocks/magenta_wool
minecraft:recipes/building_blocks/purple_stained_glass
signals:recipes/cart_engine
minecraft:recipes/misc/melon_seeds
minecraft:recipes/misc/map
minecraft:recipes/decorations/ladder
minecraft:recipes/building_blocks/black_stained_hardened_clay
minecraft:recipes/decorations/chest
minecraft:recipes/combat/golden_sword
minecraft:recipes/building_blocks/white_stained_hardened_clay
minecraft:recipes/decorations/magenta_stained_glass_pane
minecraft:recipes/building_blocks/red_sandstone
minecraft:recipes/tools/wooden_shovel
minecraft:recipes/decorations/torch
minecraft:recipes/building_blocks/purpur_stairs
minecraft:recipes/tools/shears
minecraft:recipes/building_blocks/lime_stained_hardened_clay
minecraft:recipes/misc/stick
minecraft:recipes/redstone/redstone_lamp
minecraft:recipes/decorations/blue_carpet
minecraft:recipes/redstone/dispenser
minecraft:recipes/misc/pink_dye_from_red_bonemeal
minecraft:recipes/building_blocks/emerald_block
minecraft:recipes/transportation/detector_rail
minecraft:recipes/food/cake
minecraft:recipes/building_blocks/dark_oak_planks
signals:recipes/block_signal_unlocks
minecraft:recipes/combat/iron_leggings
minecraft:recipes/redstone/dark_oak_door
minecraft:recipes/building_blocks/sandstone_stairs
minecraft:recipes/building_blocks/nether_wart_block
minecraft:recipes/brewing/golden_carrot
minecraft:recipes/decorations/brown_banner
minecraft:recipes/combat/shield
minecraft:recipes/building_blocks/cobblestone_slab
minecraft:recipes/building_blocks/red_sandstone_stairs
minecraft:recipes/brewing/speckled_melon
minecraft:recipes/redstone/trapped_chest
minecraft:recipes/misc/iron_ingot_from_block
minecraft:recipes/decorations/gray_bed
minecraft:recipes/redstone/hopper
minecraft:recipes/building_blocks/coarse_dirt
minecraft:recipes/redstone/fence_gate
minecraft:recipes/building_blocks/light_gray_concrete_powder
minecraft:recipes/decorations/magenta_carpet
minecraft:recipes/misc/lime_dye
minecraft:recipes/combat/leather_leggings
minecraft:recipes/building_blocks/pink_concrete_powder
minecraft:recipes/building_blocks/sandstone_slab
minecraft:recipes/misc/emerald
minecraft:recipes/building_blocks/yellow_stained_glass
minecraft:recipes/decorations/acacia_fence
minecraft:recipes/decorations/magenta_bed_from_white_bed
minecraft:recipes/decorations/iron_bars
minecraft:recipes/misc/sugar
minecraft:recipes/misc/red_dye_from_rose_bush
minecraft:recipes/building_blocks/brick_stairs
minecraft:recipes/misc/magenta_dye_from_purple_and_pink
minecraft:recipes/building_blocks/gold_block
minecraft:recipes/building_blocks/blue_wool
minecraft:recipes/redstone/comparator
minecraft:recipes/misc/yellow_dye_from_sunflower
minecraft:recipes/brewing/cauldron
minecraft:recipes/transportation/chest_minecart
minecraft:recipes/decorations/gray_stained_glass_pane
minecraft:recipes/decorations/armor_stand
minecraft:recipes/combat/diamond_leggings
minecraft:recipes/building_blocks/sandstone
minecraft:recipes/building_blocks/red_stained_glass
minecraft:recipes/building_blocks/spruce_planks
minecraft:recipes/building_blocks/quartz_stairs
minecraft:recipes/building_blocks/oak_stairs
minecraft:recipes/decorations/red_carpet
signals:recipes/rail_unlocks
minecraft:recipes/transportation/acacia_boat
minecraft:recipes/redstone/iron_trapdoor
minecraft:recipes/decorations/black_bed
minecraft:recipes/decorations/gray_bed_from_white_bed
minecraft:recipes/building_blocks/white_concrete_powder
minecraft:recipes/decorations/jungle_fence
minecraft:recipes/tools/diamond_pickaxe
minecraft:recipes/building_blocks/red_nether_brick
minecraft:recipes/misc/ender_eye
minecraft:recipes/decorations/orange_bed
minecraft:recipes/redstone/redstone_block
minecraft:recipes/decorations/yellow_banner
minecraft:recipes/decorations/pink_bed_from_white_bed
minecraft:recipes/building_blocks/lime_stained_glass
minecraft:recipes/decorations/pink_stained_glass_pane
minecraft:recipes/misc/light_gray_dye_from_azure_bluet
minecraft:recipes/redstone/dark_oak_fence_gate
minecraft:recipes/decorations/brown_bed
minecraft:recipes/building_blocks/green_stained_hardened_clay
minecraft:recipes/building_blocks/gray_stained_hardened_clay
minecraft:recipes/decorations/yellow_bed
minecraft:recipes/building_blocks/light_blue_stained_glass
minecraft:recipes/building_blocks/brick_block
minecraft:recipes/building_blocks/orange_concrete_powder
minecraft:recipes/decorations/blue_stained_glass_pane
minecraft:recipes/misc/cyan_dye
minecraft:recipes/brewing/blaze_powder
minecraft:recipes/decorations/purple_bed
minecraft:recipes/building_blocks/black_wool
minecraft:recipes/combat/golden_chestplate
minecraft:recipes/building_blocks/yellow_stained_hardened_clay
minecraft:recipes/misc/magenta_dye_from_lapis_red_pink
minecraft:recipes/brewing/glass_bottle
minecraft:recipes/decorations/light_blue_stained_glass_pane
minecraft:recipes/misc/light_gray_dye_from_gray_bonemeal
minecraft:recipes/misc/leather
minecraft:recipes/decorations/light_gray_bed
minecraft:recipes/building_blocks/iron_block
minecraft:recipes/building_blocks/quartz_slab
minecraft:recipes/misc/red_dye_from_poppy
minecraft:recipes/redstone/wooden_pressure_plate
minecraft:recipes/misc/yellow_dye_from_dandelion
minecraft:recipes/building_blocks/clay
minecraft:recipes/building_blocks/green_stained_glass
minecraft:recipes/building_blocks/light_blue_wool
minecraft:recipes/redstone/wooden_button
minecraft:recipes/combat/wooden_sword
minecraft:recipes/decorations/gray_banner
minecraft:recipes/building_blocks/oak_planks
minecraft:recipes/decorations/light_gray_banner
minecraft:recipes/decorations/light_blue_carpet
minecraft:recipes/building_blocks/gray_concrete_powder
minecraft:recipes/transportation/golden_rail
minecraft:recipes/decorations/cyan_banner
minecraft:recipes/building_blocks/bookshelf
minecraft:recipes/tools/golden_axe
minecraft:recipes/decorations/fence
minecraft:recipes/tools/iron_axe
minecraft:recipes/building_blocks/glowstone
minecraft:recipes/building_blocks/sea_lantern
minecraft:recipes/building_blocks/jungle_planks
minecraft:recipes/decorations/black_banner
minecraft:recipes/decorations/red_banner
minecraft:recipes/decorations/gray_carpet
minecraft:recipes/redstone/tripwire_hook
minecraft:recipes/building_blocks/dark_oak_wooden_slab
minecraft:recipes/combat/iron_boots
minecraft:recipes/building_blocks/chiseled_quartz_block
minecraft:recipes/building_blocks/blue_stained_hardened_clay
minecraft:recipes/building_blocks/birch_planks
minecraft:recipes/misc/bone_meal_from_bone
minecraft:recipes/building_blocks/black_concrete_powder
minecraft:recipes/decorations/orange_banner
minecraft:recipes/building_blocks/spruce_wooden_slab
minecraft:recipes/redstone/birch_fence_gate
minecraft:recipes/redstone/stone_button
minecraft:recipes/combat/iron_chestplate
minecraft:recipes/building_blocks/yellow_wool
minecraft:recipes/building_blocks/prismarine_bricks
minecraft:recipes/redstone/noteblock
minecraft:recipes/decorations/light_blue_bed_from_white_bed
minecraft:recipes/building_blocks/red_concrete_powder
minecraft:recipes/tools/golden_pickaxe
minecraft:recipes/redstone/sticky_piston
minecraft:recipes/decorations/green_carpet
minecraft:recipes/brewing/magma_cream
minecraft:recipes/misc/gray_dye
minecraft:recipes/misc/book
minecraft:recipes/decorations/purple_bed_from_white_bed
minecraft:recipes/building_blocks/birch_wooden_slab
minecraft:recipes/building_blocks/purpur_slab
minecraft:recipes/decorations/light_gray_carpet
minecraft:recipes/combat/stone_sword
minecraft:recipes/decorations/cobblestone_wall
minecraft:recipes/decorations/magenta_banner
minecraft:recipes/decorations/light_blue_banner
minecraft:recipes/decorations/purple_carpet
minecraft:recipes/brewing/fermented_spider_eye
minecraft:recipes/tools/stone_pickaxe
minecraft:recipes/building_blocks/orange_stained_hardened_clay
minecraft:recipes/redstone/stone_pressure_plate
minecraft:recipes/building_blocks/brown_stained_glass
minecraft:recipes/transportation/boat
minecraft:recipes/misc/purple_dye
minecraft:recipes/combat/leather_boots
minecraft:recipes/misc/red_dye_from_tulip
minecraft:recipes/building_blocks/brown_stained_hardened_clay
minecraft:recipes/misc/orange_dye_from_orange_tulip
minecraft:recipes/decorations/brown_carpet
minecraft:recipes/building_blocks/light_gray_stained_glass
minecraft:recipes/building_blocks/diamond_block
minecraft:recipes/decorations/red_stained_glass_pane
minecraft:recipes/decorations/purple_shulker_box
minecraft:recipes/decorations/flower_pot
minecraft:recipes/building_blocks/lapis_block
minecraft:recipes/decorations/yellow_carpet
minecraft:recipes/building_blocks/brick_slab
minecraft:recipes/transportation/tnt_minecart
minecraft:recipes/building_blocks/melon_block
minecraft:recipes/food/cookie
minecraft:recipes/building_blocks/prismarine
minecraft:recipes/misc/diamond
minecraft:recipes/misc/bone_meal_from_block
minecraft:recipes/building_blocks/polished_diorite
minecraft:recipes/building_blocks/light_gray_wool
minecraft:recipes/decorations/red_bed_from_white_bed
minecraft:recipes/building_blocks/purple_stained_hardened_clay
minecraft:recipes/misc/light_gray_dye_from_oxeye_daisy
minecraft:recipes/building_blocks/red_wool
minecraft:recipes/building_blocks/acacia_stairs
minecraft:recipes/misc/orange_dye_from_red_yellow
minecraft:recipes/tools/stone_axe
minecraft:recipes/misc/fire_charge
minecraft:recipes/decorations/blue_banner
minecraft:recipes/decorations/slime
minecraft:recipes/building_blocks/purple_wool
minecraft:recipes/food/rabbit_stew_from_brown_mushroom
minecraft:recipes/decorations/blue_bed
minecraft:recipes/building_blocks/magenta_concrete_powder
minecraft:recipes/building_blocks/pillar_quartz_block
minecraft:recipes/decorations/lime_carpet
minecraft:recipes/decorations/green_bed
minecraft:recipes/misc/writable_book
minecraft:recipes/building_blocks/oak_wooden_slab
minecraft:recipes/misc/wheat
minecraft:recipes/decorations/white_bed
minecraft:recipes/decorations/lime_banner
minecraft:recipes/transportation/furnace_minecart
minecraft:recipes/decorations/magenta_bed
minecraft:recipes/food/rabbit_stew_from_red_mushroom
minecraft:recipes/building_blocks/dark_prismarine
minecraft:recipes/redstone/redstone
minecraft:recipes/tools/golden_hoe
minecraft:recipes/food/bread
minecraft:recipes/redstone/trapdoor
minecraft:recipes/decorations/lime_stained_glass_pane
minecraft:recipes/misc/iron_nugget
minecraft:recipes/transportation/hopper_minecart
minecraft:recipes/building_blocks/brown_concrete_powder
minecraft:recipes/decorations/black_bed_from_white_bed
minecraft:recipes/decorations/pink_carpet
minecraft:recipes/decorations/cyan_stained_glass_pane
minecraft:recipes/combat/diamond_sword
minecraft:recipes/building_blocks/blue_stained_glass
minecraft:recipes/building_blocks/cyan_wool
minecraft:recipes/decorations/sign
minecraft:recipes/transportation/spruce_boat
minecraft:recipes/decorations/jukebox
minecraft:recipes/building_blocks/diorite
minecraft:recipes/tools/flint_and_steel
minecraft:recipes/misc/red_dye_from_beetroot
minecraft:recipes/food/mushroom_stew
minecraft:recipes/building_blocks/gray_wool
minecraft:recipes/misc/gold_nugget
minecraft:recipes/tools/wooden_hoe
minecraft:recipes/misc/bucket
minecraft:recipes/decorations/yellow_bed_from_white_bed
minecraft:recipes/decorations/orange_stained_glass_pane
minecraft:recipes/decorations/white_banner
minecraft:recipes/building_blocks/light_blue_concrete_powder
minecraft:recipes/decorations/pink_banner
minecraft:recipes/decorations/mossy_cobblestone_wall
minecraft:recipes/building_blocks/hay_block
minecraft:recipes/decorations/lime_bed
minecraft:recipes/tools/golden_shovel
minecraft:recipes/combat/iron_helmet
minecraft:recipes/combat/bow
minecraft:recipes/redstone/tnt
minecraft:recipes/decorations/black_stained_glass_pane
minecraft:recipes/building_blocks/smooth_sandstone
minecraft:recipes/building_blocks/granite
minecraft:recipes/building_blocks/purple_concrete_powder
minecraft:recipes/decorations/orange_bed_from_white_bed
minecraft:recipes/decorations/orange_carpet
minecraft:recipes/combat/diamond_chestplate
minecraft:recipes/transportation/minecart
minecraft:recipes/decorations/furnace
minecraft:recipes/misc/beacon
minecraft:recipes/food/beetroot_soup
minecraft:recipes/decorations/green_stained_glass_pane
minecraft:recipes/building_blocks/orange_wool
minecraft:recipes/tools/wooden_pickaxe
minecraft:recipes/tools/iron_hoe
minecraft:recipes/decorations/cyan_carpet
minecraft:recipes/redstone/redstone_torch
minecraft:recipes/building_blocks/stone_brick_slab
minecraft:recipes/transportation/birch_boat
minecraft:recipes/food/golden_apple
minecraft:recipes/decorations/enchanting_table
minecraft:recipes/building_blocks/green_concrete_powder
minecraft:recipes/misc/light_gray_dye_from_ink_bonemeal
minecraft:recipes/tools/iron_shovel
minecraft:recipes/redstone/acacia_door
minecraft:recipes/building_blocks/orange_stained_glass
minecraft:recipes/decorations/cyan_bed_from_white_bed
minecraft:recipes/misc/bowl
minecraft:recipes/decorations/item_frame
minecraft:recipes/decorations/lime_bed_from_white_bed
minecraft:recipes/tools/stone_hoe
minecraft:recipes/tools/clock
minecraft:recipes/decorations/spruce_fence
minecraft:recipes/tools/diamond_hoe
minecraft:recipes/transportation/activator_rail
minecraft:recipes/combat/spectral_arrow
minecraft:recipes/decorations/white_stained_glass_pane
minecraft:recipes/tools/diamond_shovel
minecraft:recipes/building_blocks/dark_oak_stairs
minecraft:recipes/decorations/end_crystal
minecraft:recipes/decorations/green_bed_from_white_bed
minecraft:recipes/decorations/white_carpet
minecraft:recipes/decorations/ender_chest
minecraft:recipes/building_blocks/spruce_stairs
minecraft:recipes/building_blocks/red_sandstone_slab
minecraft:recipes/redstone/birch_door
minecraft:recipes/decorations/green_banner
minecraft:recipes/decorations/glass_pane
minecraft:recipes/misc/gold_ingot_from_nuggets
minecraft:recipes/decorations/purple_banner
minecraft:recipes/misc/lapis_lazuli
minecraft:recipes/building_blocks/magenta_stained_glass
minecraft:recipes/combat/diamond_helmet
minecraft:recipes/decorations/anvil
minecraft:recipes/misc/pink_dye_from_pink_tulip
minecraft:recipes/decorations/blue_bed_from_white_bed
minecraft:recipes/decorations/birch_fence
minecraft:recipes/misc/gold_ingot_from_block
minecraft:recipes/building_blocks/cyan_concrete_powder
minecraft:recipes/building_blocks/stone_brick_stairs
minecraft:recipes/combat/golden_boots
minecraft:recipes/tools/wooden_axe
minecraft:recipes/building_blocks/lime_wool
minecraft:recipes/misc/paper
minecraft:recipes/misc/magenta_dye_from_lapis_ink_bonemeal
minecraft:recipes/misc/pink_dye_from_peony
minecraft:recipes/building_blocks/chiseled_sandstone
minecraft:recipes/misc/light_blue_dye_from_lapis_bonemeal
minecraft:recipes/building_blocks/green_wool
minecraft:recipes/tools/diamond_axe
minecraft:recipes/building_blocks/brown_wool
signals:recipes/cart_hopper
minecraft:recipes/building_blocks/end_bricks
minecraft:recipes/decorations/painting
minecraft:recipes/decorations/pink_bed
minecraft:recipes/building_blocks/white_stained_glass
minecraft:recipes/redstone/acacia_fence_gate
minecraft:recipes/decorations/black_carpet
minecraft:recipes/combat/arrow
minecraft:recipes/building_blocks/stone_slab
minecraft:recipes/building_blocks/coal_block
minecraft:recipes/redstone/light_weighted_pressure_plate
minecraft:recipes/decorations/snow_layer
minecraft:recipes/tools/stone_shovel
minecraft:recipes/decorations/yellow_stained_glass_pane
minecraft:recipes/building_blocks/blue_concrete_powder
minecraft:recipes/building_blocks/cyan_stained_glass
minecraft:recipes/building_blocks/light_blue_stained_hardened_clay
minecraft:recipes/building_blocks/cyan_stained_hardened_clay
minecraft:recipes/building_blocks/andesite
minecraft:recipes/combat/golden_helmet
minecraft:recipes/tools/lead
minecraft:recipes/building_blocks/jungle_wooden_slab
minecraft:recipes/building_blocks/smooth_red_sandstone
minecraft:recipes/misc/slime_ball
minecraft:recipes/redstone/dropper
minecraft:recipes/misc/coal
minecraft:recipes/building_blocks/magma
minecraft:recipes/brewing/brewing_stand",0,,,null
minecraft:recipes/tools/clock,minecraft:recipes/tools/clock§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:clock,null
minecraft:recipes/tools/compass,minecraft:recipes/tools/compass§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:compass,null
minecraft:recipes/tools/diamond_axe,minecraft:recipes/tools/diamond_axe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:diamond_axe,null
minecraft:recipes/tools/diamond_hoe,minecraft:recipes/tools/diamond_hoe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:diamond_hoe,null
minecraft:recipes/tools/diamond_pickaxe,minecraft:recipes/tools/diamond_pickaxe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:diamond_pickaxe,null
minecraft:recipes/tools/diamond_shovel,minecraft:recipes/tools/diamond_shovel§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:diamond_shovel,null
minecraft:recipes/tools/fishing_rod,minecraft:recipes/tools/fishing_rod§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:fishing_rod,null
minecraft:recipes/tools/flint_and_steel,minecraft:recipes/tools/flint_and_steel§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:flint_and_steel,null
minecraft:recipes/tools/golden_axe,minecraft:recipes/tools/golden_axe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:golden_axe,null
minecraft:recipes/tools/golden_hoe,minecraft:recipes/tools/golden_hoe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:golden_hoe,null
minecraft:recipes/tools/golden_pickaxe,minecraft:recipes/tools/golden_pickaxe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:golden_pickaxe,null
minecraft:recipes/tools/golden_shovel,minecraft:recipes/tools/golden_shovel§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:golden_shovel,null
minecraft:recipes/tools/iron_axe,minecraft:recipes/tools/iron_axe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:iron_axe,null
minecraft:recipes/tools/iron_hoe,minecraft:recipes/tools/iron_hoe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:iron_hoe,null
minecraft:recipes/tools/iron_pickaxe,minecraft:recipes/tools/iron_pickaxe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:iron_pickaxe,null
minecraft:recipes/tools/iron_shovel,minecraft:recipes/tools/iron_shovel§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:iron_shovel,null
minecraft:recipes/tools/lead,minecraft:recipes/tools/lead§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:lead,null
minecraft:recipes/tools/shears,minecraft:recipes/tools/shears§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:shears,null
minecraft:recipes/tools/stone_axe,minecraft:recipes/tools/stone_axe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:stone_axe,null
minecraft:recipes/tools/stone_hoe,minecraft:recipes/tools/stone_hoe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:stone_hoe,null
minecraft:recipes/tools/stone_pickaxe,minecraft:recipes/tools/stone_pickaxe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:stone_pickaxe,null
minecraft:recipes/tools/stone_shovel,minecraft:recipes/tools/stone_shovel§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:stone_shovel,null
minecraft:recipes/tools/wooden_axe,minecraft:recipes/tools/wooden_axe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:wooden_axe,null
minecraft:recipes/tools/wooden_hoe,minecraft:recipes/tools/wooden_hoe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:wooden_hoe,null
minecraft:recipes/tools/wooden_pickaxe,minecraft:recipes/tools/wooden_pickaxe§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:wooden_pickaxe,null
minecraft:recipes/tools/wooden_shovel,minecraft:recipes/tools/wooden_shovel§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:wooden_shovel,null
minecraft:recipes/transportation/acacia_boat,minecraft:recipes/transportation/acacia_boat§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:acacia_boat,null
minecraft:recipes/transportation/activator_rail,minecraft:recipes/transportation/activator_rail§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:activator_rail,null
minecraft:recipes/transportation/birch_boat,minecraft:recipes/transportation/birch_boat§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:birch_boat,null
minecraft:recipes/transportation/boat,minecraft:recipes/transportation/boat§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:boat,null
minecraft:recipes/transportation/carrot_on_a_stick,minecraft:recipes/transportation/carrot_on_a_stick§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:carrot_on_a_stick,null
minecraft:recipes/transportation/chest_minecart,minecraft:recipes/transportation/chest_minecart§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:chest_minecart,null
minecraft:recipes/transportation/dark_oak_boat,minecraft:recipes/transportation/dark_oak_boat§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:dark_oak_boat,null
minecraft:recipes/transportation/detector_rail,minecraft:recipes/transportation/detector_rail§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:detector_rail,null
minecraft:recipes/transportation/furnace_minecart,minecraft:recipes/transportation/furnace_minecart§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:furnace_minecart,null
minecraft:recipes/transportation/golden_rail,minecraft:recipes/transportation/golden_rail§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:golden_rail,null
minecraft:recipes/transportation/hopper_minecart,minecraft:recipes/transportation/hopper_minecart§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:hopper_minecart,null
minecraft:recipes/transportation/jungle_boat,minecraft:recipes/transportation/jungle_boat§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:jungle_boat,null
minecraft:recipes/transportation/minecart,minecraft:recipes/transportation/minecart§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:minecart,null
minecraft:recipes/transportation/rail,minecraft:recipes/transportation/rail§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:rail,null
minecraft:recipes/transportation/spruce_boat,minecraft:recipes/transportation/spruce_boat§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:spruce_boat,null
minecraft:recipes/transportation/tnt_minecart,minecraft:recipes/transportation/tnt_minecart§r,,,,,,,,,,,minecraft:recipes/root,,0,,minecraft:tnt_minecart,null
minecraft:story/cure_zombie_villager,§a[§r§aZombie Doctor§r§a]§r,Zombie Doctor§r,Weaken and then cure a zombie villager§r,minecraft:golden_apple,7.0,0.5,,GOAL,-,+,+,minecraft:story/enter_the_nether,,0,,,null
minecraft:story/deflect_arrow,"§a[§r§aNot Today, Thank You§r§a]§r","Not Today, Thank You§r",Deflect an arrow with a shield§r,minecraft:shield,5.0,0.0,,TASK,-,+,+,minecraft:story/obtain_armor,,0,,,null
minecraft:story/enchant_item,§a[§r§aEnchanter§r§a]§r,Enchanter§r,Enchant an item at an Enchanting Table§r,minecraft:enchanted_book,6.0,3.0,,TASK,-,+,+,minecraft:story/mine_diamond,,0,,,null
minecraft:story/enter_the_end,§a[§r§aThe End?§r§a]§r,The End?§r,Enter the End Portal§r,minecraft:end_stone,8.0,1.5,,TASK,-,+,+,minecraft:story/follow_ender_eye,,0,,,null
minecraft:story/enter_the_nether,§a[§r§aWe Need to Go Deeper§r§a]§r,We Need to Go Deeper§r,"Build, light and enter a Nether Portal§r",minecraft:flint_and_steel,6.0,1.0,,TASK,-,+,+,minecraft:story/form_obsidian,"minecraft:story/cure_zombie_villager
minecraft:story/follow_ender_eye",0,,,null
minecraft:story/follow_ender_eye,§a[§r§aEye Spy§r§a]§r,Eye Spy§r,Follow an Ender Eye§r,minecraft:ender_eye,7.0,1.5,,TASK,-,+,+,minecraft:story/enter_the_nether,minecraft:story/enter_the_end,0,,,null
minecraft:story/form_obsidian,§a[§r§aIce Bucket Challenge§r§a]§r,Ice Bucket Challenge§r,Form and mine a block of Obsidian§r,minecraft:obsidian,5.0,1.0,,TASK,-,+,+,minecraft:story/lava_bucket,minecraft:story/enter_the_nether,0,,,null
minecraft:story/iron_tools,§a[§r§aIsn't It Iron Pick§r§a]§r,Isn't It Iron Pick§r,Upgrade your pickaxe§r,minecraft:iron_pickaxe,4.0,2.5,,TASK,-,+,+,minecraft:story/smelt_iron,minecraft:story/mine_diamond,0,,,null
minecraft:story/lava_bucket,§a[§r§aHot Stuff§r§a]§r,Hot Stuff§r,Fill a bucket with lava§r,minecraft:lava_bucket,4.0,1.0,,TASK,-,+,+,minecraft:story/smelt_iron,minecraft:story/form_obsidian,0,,,null
