ID,Group,Input Pattern,Input Ingredients,Output Item,Width,Height
bibliocraft:spruce_paintingframesimple,bibliocraft,"ABA
BCB
ABA","A: minecraft:stick
B: minecraft:wooden_slab:1
C: bibliocraft:paintingframeborderless:1",bibliocraft:paintingframesimple:1,3,3
bibliocraft:birch_paintingframesimple,bibliocraft,"ABA
BCB
ABA","A: minecraft:stick
B: minecraft:wooden_slab:2
C: bibliocraft:paintingframeborderless:2",bibliocraft:paintingframesimple:2,3,3
bibliocraft:jungle_paintingframesimple,bibliocraft,"ABA
BCB
ABA","A: minecraft:stick
B: minecraft:wooden_slab:3
C: bibliocraft:paintingframeborderless:3",bibliocraft:paintingframesimple:3,3,3
bibliocraft:acacia_paintingframesimple,bibliocraft,"ABA
BCB
ABA","A: minecraft:stick
B: minecraft:wooden_slab:4
C: bibliocraft:paintingframeborderless:4",bibliocraft:paintingframesimple:4,3,3
bibliocraft:darkoak_paintingframesimple,bibliocraft,"ABA
BCB
ABA","A: minecraft:stick
B: minecraft:wooden_slab:5
C: bibliocraft:paintingframeborderless:5",bibliocraft:paintingframesimple:5,3,3
bibliocraft:framed_paintingframesimple,bibliocraft,"ABA
BCB
ABA","A: minecraft:stick
B: bibliocraft:framingboard
C: bibliocraft:paintingframeborderless:6",bibliocraft:paintingframesimple:6,3,3
bibliocraft:paintingpress,bibliocraft,"AAA
ABA
CCC","A: minecraft:iron_ingot
B: minecraft:painting
C: minecraft:iron_block",bibliocraft:paintingpress,3,3
bibliocraft:plumbline,bibliocraft,"AAA
A-A
B-A","A: minecraft:string
B: minecraft:gold_ingot",bibliocraft:plumbline,3,3
bibliocraft:oak_potionshelf,bibliocraft,"AAA
BCB
AAA","A: minecraft:wooden_slab
B: minecraft:planks
C: minecraft:glass_bottle",bibliocraft:potionshelf,3,3
bibliocraft:spruce_potionshelf,bibliocraft,"AAA
BCB
AAA","A: minecraft:wooden_slab:1
B: minecraft:planks:1
C: minecraft:glass_bottle",bibliocraft:potionshelf:1,3,3
bibliocraft:birch_potionshelf,bibliocraft,"AAA
BCB
AAA","A: minecraft:wooden_slab:2
B: minecraft:planks:2
C: minecraft:glass_bottle",bibliocraft:potionshelf:2,3,3
bibliocraft:jungle_potionshelf,bibliocraft,"AAA
BCB
AAA","A: minecraft:wooden_slab:3
B: minecraft:planks:3
C: minecraft:glass_bottle",bibliocraft:potionshelf:3,3,3
bibliocraft:acacia_potionshelf,bibliocraft,"AAA
BCB
AAA","A: minecraft:wooden_slab:4
B: minecraft:planks:4
C: minecraft:glass_bottle",bibliocraft:potionshelf:4,3,3
bibliocraft:darkoak_potionshelf,bibliocraft,"AAA
BCB
AAA","A: minecraft:wooden_slab:5
B: minecraft:planks:5
C: minecraft:glass_bottle",bibliocraft:potionshelf:5,3,3
bibliocraft:framed_potionshelf,bibliocraft,"AAA
BCB
AAA","A: bibliocraft:framingboard
B: bibliocraft:framingsheet
C: minecraft:glass_bottle",bibliocraft:potionshelf:6,3,3
bibliocraft:printingpress,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:blaze_rod
C: minecraft:wooden_slab | minecraft:wooden_slab:1 | minecraft:wooden_slab:2 | minecraft:wooden_slab:3 | minecraft:wooden_slab:4 | minecraft:wooden_slab:5 | bibliocraft:framingboard
D: minecraft:heavy_weighted_pressure_plate
E: minecraft:iron_block",bibliocraft:printingpress,3,3
bibliocraft:oak_seat,bibliocraft,"-A-
-B-
CDC","A: minecraft:wool
B: minecraft:wooden_slab
C: minecraft:stick
D: minecraft:wooden_pressure_plate",bibliocraft:seat,3,3
bibliocraft:spruce_seat,bibliocraft,"-A-
-B-
CDC","A: minecraft:wool
B: minecraft:wooden_slab:1
C: minecraft:stick
D: minecraft:wooden_pressure_plate",bibliocraft:seat:1,3,3
bibliocraft:birch_seat,bibliocraft,"-A-
-B-
CDC","A: minecraft:wool
B: minecraft:wooden_slab:2
C: minecraft:stick
D: minecraft:wooden_pressure_plate",bibliocraft:seat:2,3,3
bibliocraft:jungle_seat,bibliocraft,"-A-
-B-
CDC","A: minecraft:wool
B: minecraft:wooden_slab:3
C: minecraft:stick
D: minecraft:wooden_pressure_plate",bibliocraft:seat:3,3,3
bibliocraft:acacia_seat,bibliocraft,"-A-
-B-
CDC","A: minecraft:wool
B: minecraft:wooden_slab:4
C: minecraft:stick
D: minecraft:wooden_pressure_plate",bibliocraft:seat:4,3,3
bibliocraft:darkoak_seat,bibliocraft,"-A-
-B-
CDC","A: minecraft:wool
B: minecraft:wooden_slab:5
C: minecraft:stick
D: minecraft:wooden_pressure_plate",bibliocraft:seat:5,3,3
bibliocraft:framed_seat,bibliocraft,"-A-
-B-
CDC","A: minecraft:wool
B: bibliocraft:framingboard
C: minecraft:stick
D: minecraft:wooden_pressure_plate",bibliocraft:seat:6,3,3
bibliocraft:oak_seatback1,bibliocraft,"-A-
-B-
C-C","A: minecraft:wool
B: minecraft:wooden_slab
C: minecraft:stick",bibliocraft:seatback1,3,3
bibliocraft:spruce_seatback1,bibliocraft,"-A-
-B-
C-C","A: minecraft:wool
B: minecraft:wooden_slab:1
C: minecraft:stick",bibliocraft:seatback1:1,3,3
bibliocraft:birch_seatback1,bibliocraft,"-A-
-B-
C-C","A: minecraft:wool
B: minecraft:wooden_slab:2
C: minecraft:stick",bibliocraft:seatback1:2,3,3
bibliocraft:jungle_seatback1,bibliocraft,"-A-
-B-
C-C","A: minecraft:wool
B: minecraft:wooden_slab:3
C: minecraft:stick",bibliocraft:seatback1:3,3,3
bibliocraft:acacia_seatback1,bibliocraft,"-A-
-B-
C-C","A: minecraft:wool
B: minecraft:wooden_slab:4
C: minecraft:stick",bibliocraft:seatback1:4,3,3
bibliocraft:darkoak_seatback1,bibliocraft,"-A-
-B-
C-C","A: minecraft:wool
B: minecraft:wooden_slab:5
C: minecraft:stick",bibliocraft:seatback1:5,3,3
bibliocraft:framed_seatback1,bibliocraft,"-A-
-B-
C-C","A: minecraft:wool
B: bibliocraft:framingboard
C: minecraft:stick",bibliocraft:seatback1:6,3,3
bibliocraft:oak_seatback2,bibliocraft,"ABA
ACA
A-A","A: minecraft:stick
B: minecraft:wool
C: minecraft:wooden_slab",bibliocraft:seatback2,3,3
bibliocraft:spruce_seatback2,bibliocraft,"ABA
ACA
A-A","A: minecraft:stick
B: minecraft:wool
C: minecraft:wooden_slab:1",bibliocraft:seatback2:1,3,3
bibliocraft:birch_seatback2,bibliocraft,"ABA
ACA
A-A","A: minecraft:stick
B: minecraft:wool
C: minecraft:wooden_slab:2",bibliocraft:seatback2:2,3,3
bibliocraft:jungle_seatback2,bibliocraft,"ABA
ACA
A-A","A: minecraft:stick
B: minecraft:wool
C: minecraft:wooden_slab:3",bibliocraft:seatback2:3,3,3
bibliocraft:acacia_seatback2,bibliocraft,"ABA
ACA
A-A","A: minecraft:stick
B: minecraft:wool
C: minecraft:wooden_slab:4",bibliocraft:seatback2:4,3,3
bibliocraft:darkoak_seatback2,bibliocraft,"ABA
ACA
A-A","A: minecraft:stick
B: minecraft:wool
C: minecraft:wooden_slab:5",bibliocraft:seatback2:5,3,3
bibliocraft:framed_seatback2,bibliocraft,"ABA
ACA
A-A","A: minecraft:stick
B: minecraft:wool
C: bibliocraft:framingboard",bibliocraft:seatback2:6,3,3
bibliocraft:oak_seatback4,bibliocraft,"-A-
-B-","A: minecraft:wool
B: minecraft:wooden_slab",bibliocraft:seatback4,3,2
bibliocraft:spruce_seatback4,bibliocraft,"-A-
-B-","A: minecraft:wool
B: minecraft:wooden_slab:1",bibliocraft:seatback4:1,3,2
bibliocraft:birch_seatback4,bibliocraft,"-A-
-B-","A: minecraft:wool
B: minecraft:wooden_slab:2",bibliocraft:seatback4:2,3,2
bibliocraft:jungle_seatback4,bibliocraft,"-A-
-B-","A: minecraft:wool
B: minecraft:wooden_slab:3",bibliocraft:seatback4:3,3,2
bibliocraft:acacia_seatback4,bibliocraft,"-A-
-B-","A: minecraft:wool
B: minecraft:wooden_slab:4",bibliocraft:seatback4:4,3,2
bibliocraft:darkoak_seatback4,bibliocraft,"-A-
-B-","A: minecraft:wool
B: minecraft:wooden_slab:5",bibliocraft:seatback4:5,3,2
bibliocraft:framed_seatback4,bibliocraft,"-A-
-B-","A: minecraft:wool
B: bibliocraft:framingboard",bibliocraft:seatback4:6,3,2
bibliocraft:oak_shelf,bibliocraft,"AAA
-B-
AAA","A: minecraft:wooden_slab
B: minecraft:planks",bibliocraft:shelf,3,3
bibliocraft:spruce_shelf,bibliocraft,"AAA
-B-
AAA","A: minecraft:wooden_slab:1
B: minecraft:planks:1",bibliocraft:shelf:1,3,3
bibliocraft:birch_shelf,bibliocraft,"AAA
-B-
AAA","A: minecraft:wooden_slab:2
B: minecraft:planks:2",bibliocraft:shelf:2,3,3
bibliocraft:jungle_shelf,bibliocraft,"AAA
-B-
AAA","A: minecraft:wooden_slab:3
B: minecraft:planks:3",bibliocraft:shelf:3,3,3
bibliocraft:acacia_shelf,bibliocraft,"AAA
-B-
AAA","A: minecraft:wooden_slab:4
B: minecraft:planks:4",bibliocraft:shelf:4,3,3
bibliocraft:darkoak_shelf,bibliocraft,"AAA
-B-
AAA","A: minecraft:wooden_slab:5
B: minecraft:planks:5",bibliocraft:shelf:5,3,3
bibliocraft:framed_shelf,bibliocraft,"AAA
-B-
AAA","A: bibliocraft:framingboard
B: bibliocraft:framingsheet",bibliocraft:shelf:6,3,3
bibliocraft:stockroomcatalog,bibliocraft,"ABA
ACA
AAA","A: minecraft:paper
B: minecraft:dye:2
C: minecraft:writable_book",bibliocraft:stockroomcatalog,3,3
bibliocraft:white_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool",bibliocraft:swordpedestal,3,2
bibliocraft:orange_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:8",bibliocraft:swordpedestal:1,3,2
bibliocraft:purple_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:3",bibliocraft:swordpedestal:10,3,2
bibliocraft:blue_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:11",bibliocraft:swordpedestal:11,3,2
bibliocraft:brown_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:10",bibliocraft:swordpedestal:12,3,2
bibliocraft:green_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:2",bibliocraft:swordpedestal:13,3,2
bibliocraft:red_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:6",bibliocraft:swordpedestal:14,3,2
bibliocraft:black_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:12",bibliocraft:swordpedestal:15,3,2
bibliocraft:magenta_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:7",bibliocraft:swordpedestal:2,3,2
bibliocraft:lightblue_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:15",bibliocraft:swordpedestal:3,3,2
bibliocraft:yellow_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:14",bibliocraft:swordpedestal:4,3,2
bibliocraft:lime_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:1",bibliocraft:swordpedestal:5,3,2
bibliocraft:pink_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:4",bibliocraft:swordpedestal:6,3,2
bibliocraft:gray_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:5",bibliocraft:swordpedestal:7,3,2
bibliocraft:lightgray_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:13",bibliocraft:swordpedestal:8,3,2
bibliocraft:cyan_swordpedestal,bibliocraft,"-A-
ABA","A: minecraft:stone_slab
B: minecraft:wool:9",bibliocraft:swordpedestal:9,3,2
bibliocraft:oak_table,bibliocraft,"AAA
-B-
-B-","A: minecraft:wooden_slab
B: minecraft:planks",bibliocraft:table,3,3
bibliocraft:spruce_table,bibliocraft,"AAA
-B-
-B-","A: minecraft:wooden_slab:1
B: minecraft:planks:1",bibliocraft:table:1,3,3
bibliocraft:birch_table,bibliocraft,"AAA
-B-
-B-","A: minecraft:wooden_slab:2
B: minecraft:planks:2",bibliocraft:table:2,3,3
bibliocraft:jungle_table,bibliocraft,"AAA
-B-
-B-","A: minecraft:wooden_slab:3
B: minecraft:planks:3",bibliocraft:table:3,3,3
bibliocraft:acacia_table,bibliocraft,"AAA
-B-
-B-","A: minecraft:wooden_slab:4
B: minecraft:planks:4",bibliocraft:table:4,3,3
bibliocraft:darkoak_table,bibliocraft,"AAA
-B-
-B-","A: minecraft:wooden_slab:5
B: minecraft:planks:5",bibliocraft:table:5,3,3
bibliocraft:framed_table,bibliocraft,"AAA
-B-
-B-","A: bibliocraft:framingboard
B: bibliocraft:framingsheet",bibliocraft:table:6,3,3
bibliocraft:tape,bibliocraft,"AAA
ABA
AAA","A: minecraft:string
B: minecraft:dye:11",bibliocraft:tape,3,3
bibliocraft:tapemeasure,bibliocraft,"-A-
ABA
-A-","A: minecraft:iron_ingot
B: bibliocraft:tape",bibliocraft:tapemeasure,3,3
bibliocraft:oak_toolrack,bibliocraft,"AAA
ABA
AAA","A: minecraft:wooden_slab
B: minecraft:iron_ingot",bibliocraft:toolrack,3,3
bibliocraft:spruce_toolrack,bibliocraft,"AAA
ABA
AAA","A: minecraft:wooden_slab:1
B: minecraft:iron_ingot",bibliocraft:toolrack:1,3,3
bibliocraft:birch_toolrack,bibliocraft,"AAA
ABA
AAA","A: minecraft:wooden_slab:2
B: minecraft:iron_ingot",bibliocraft:toolrack:2,3,3
bibliocraft:jungle_toolrack,bibliocraft,"AAA
ABA
AAA","A: minecraft:wooden_slab:3
B: minecraft:iron_ingot",bibliocraft:toolrack:3,3,3
bibliocraft:acacia_toolrack,bibliocraft,"AAA
ABA
AAA","A: minecraft:wooden_slab:4
B: minecraft:iron_ingot",bibliocraft:toolrack:4,3,3
bibliocraft:darkoak_toolrack,bibliocraft,"AAA
ABA
AAA","A: minecraft:wooden_slab:5
B: minecraft:iron_ingot",bibliocraft:toolrack:5,3,3
bibliocraft:framed_toolrack,bibliocraft,"AAA
ABA
AAA","A: bibliocraft:framingboard
B: minecraft:iron_ingot",bibliocraft:toolrack:6,3,3
bibliocraft:typesettingtable,bibliocraft,"ABA
CCC
DED","A: minecraft:iron_ingot
B: bibliocraft:bibliochase
C: minecraft:wooden_slab | minecraft:wooden_slab:1 | minecraft:wooden_slab:2 | minecraft:wooden_slab:3 | minecraft:wooden_slab:4 | minecraft:wooden_slab:5 | bibliocraft:framingboard
D: minecraft:planks | minecraft:planks:1 | minecraft:planks:2 | minecraft:planks:3 | minecraft:planks:4 | minecraft:planks:5 | bibliocraft:framingsheet
E: minecraft:redstone",bibliocraft:typesettingtable,3,3
bibliocraft:white_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay",bibliocraft:typewriter,3,3
bibliocraft:orange_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:8",bibliocraft:typewriter:1,3,3
bibliocraft:purple_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:3",bibliocraft:typewriter:10,3,3
bibliocraft:blue_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:11",bibliocraft:typewriter:11,3,3
bibliocraft:brown_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:10",bibliocraft:typewriter:12,3,3
bibliocraft:green_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:2",bibliocraft:typewriter:13,3,3
bibliocraft:red_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:6",bibliocraft:typewriter:14,3,3
bibliocraft:black_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:12",bibliocraft:typewriter:15,3,3
bibliocraft:magenta_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:7",bibliocraft:typewriter:2,3,3
bibliocraft:lightblue_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:15",bibliocraft:typewriter:3,3,3
bibliocraft:yellow_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:14",bibliocraft:typewriter:4,3,3
bibliocraft:lime_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:1",bibliocraft:typewriter:5,3,3
bibliocraft:pink_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:4",bibliocraft:typewriter:6,3,3
bibliocraft:gray_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:5",bibliocraft:typewriter:7,3,3
bibliocraft:lightgray_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:13",bibliocraft:typewriter:8,3,3
bibliocraft:cyan_typewriter,bibliocraft,"ABA
CDC
EEE","A: minecraft:iron_ingot
B: minecraft:paper
C: minecraft:iron_block
D: minecraft:dye
E: minecraft:stained_hardened_clay:9",bibliocraft:typewriter:9,3,3
bigreactors:block_ludicrite_netherstar,,"ABA
CDC
ABA","A: ore:ingotPlutonium
B: ore:enderpearl
C: ore:blockEmerald
D: minecraft:nether_star",bigreactors:blockludicrite,3,3
bigreactors:block_ludicrite_enderium,,"ABA
C-C
ABA","A: ore:ingotPlutonium
B: minecraft:blaze_rod
C: ore:blockEnderium",bigreactors:blockludicrite,3,3
bigreactors:ingot_blutonium_temp,,"AAA
A-A
AAA",A: bigreactors:ingotcyanite,bigreactors:ingotblutonium,3,3
bigreactors:reactoraccessport,,"ABA
CDC
AEA","A: bigreactors:reactorcasing
B: minecraft:hopper
C: ore:ingotIron
D: ore:chestWood
E: minecraft:piston",bigreactors:reactoraccessport,3,3
bigreactors:reactorcasing,,"ABA
BCB
ABA","A: ore:ingotIron
B: ore:ingotGraphite
C: bigreactors:reactorcasingcores",bigreactors:reactorcasing x4,3,3
bigreactors:reactorcasingcores,,"ABA
CDC
ABA","A: ore:ingotIron
B: ore:ingotGraphite
C: ore:ingotGold
D: ore:dustRedstone",bigreactors:reactorcasingcores,3,3
bigreactors:reactorcomputerport_opencomputers,,"ABA
CDC
AEA","A: bigreactors:reactorcasing
B: opencomputers:component:3
C: ore:ingotGold
D: opencomputers:component
E: opencomputers:card:6",bigreactors:reactorcomputerport,3,3
bigreactors:reactorcontroller,,"ABA
CDC
AEA","A: bigreactors:reactorcasing
B: minecraft:comparator
C: ore:ingotUranium
D: ore:gemDiamond
E: ore:dustRedstone",bigreactors:reactorcontroller,3,3
bigreactors:reactorcontrolrod,,"ABA
CDC
AEA","A: bigreactors:reactorcasing
B: minecraft:piston
C: ore:ingotGraphite
D: ore:dustRedstone
E: ore:ingotUranium",bigreactors:reactorcontrolrod,3,3
bigreactors:reactorcoolantport,,"ABA
CDC
AEA","A: bigreactors:reactorcasing
B: minecraft:hopper
C: ore:ingotIron
D: minecraft:bucket
E: minecraft:piston",bigreactors:reactorcoolantport,3,3
bigreactors:reactorfuelrod_vanillaglass,,"ABA
CDC
ABA","A: ore:ingotIron
B: ore:ingotGraphite
C: ore:blockGlass
D: ore:ingotUranium",bigreactors:reactorfuelrod,3,3
bigreactors:reactorglass_vanillaglass,,ABA,"A: ore:blockGlass
B: bigreactors:reactorcasing",bigreactors:reactorglass,3,1
bigreactors:reactorpowertaprf,,"ABA
BCB
ABA","A: bigreactors:reactorcasing
B: ore:dustRedstone
C: ore:blockRedstone",bigreactors:reactorpowertaprf,3,3
bigreactors:reactorredstoneport,,"ABA
BCB
ABA","A: bigreactors:reactorcasing
B: ore:dustRedstone
C: ore:ingotGold",bigreactors:reactorredstoneport,3,3
bigreactors:turbinebearing,,"ABA
CCC
ABA","A: bigreactors:turbinehousing
B: bigreactors:turbinerotorshaft
C: ore:gemDiamond",bigreactors:turbinebearing,3,3
bigreactors:turbinecomputerport_opencomputers,,"ABA
CDC
AEA","A: bigreactors:turbinehousing
B: opencomputers:component:3
C: ore:ingotGold
D: opencomputers:component
E: opencomputers:card:6",bigreactors:turbinecomputerport,3,3
bigreactors:turbinecontroller,,"ABA
CDC
AEA","A: bigreactors:turbinehousing
B: minecraft:comparator
C: ore:ingotPlutonium
D: ore:gemDiamond
E: ore:dustRedstone",bigreactors:turbinecontroller,3,3
bigreactors:turbinefluidport,,"ABA
CDC
AEA","A: bigreactors:turbinehousing
B: minecraft:hopper
C: ore:ingotIron
D: minecraft:bucket
E: minecraft:piston",bigreactors:turbinefluidport,3,3
bigreactors:turbineglass_vanillaglass,,ABA,"A: ore:blockGlass
B: bigreactors:turbinehousing",bigreactors:turbineglass,3,1
bigreactors:turbinehousing,,"ABA
BCB
ABA","A: ore:ingotIron
B: ore:ingotGraphite
C: bigreactors:turbinehousingcores",bigreactors:turbinehousing x4,3,3
bigreactors:turbinehousingcores,,"ABA
CDC
ABA","A: ore:ingotIron
B: ore:ingotGraphite
C: ore:ingotGold
D: minecraft:comparator",bigreactors:turbinehousingcores,3,3
bigreactors:turbinepowertaprf,,"ABA
BCB
ABA","A: bigreactors:turbinehousing
B: ore:dustRedstone
C: ore:blockRedstone",bigreactors:turbinepowertaprf,3,3
bigreactors:turbinerotorblade,,ABB,"A: ore:ingotCyanite
B: ore:ingotIron",bigreactors:turbinerotorblade,3,1
bigreactors:turbinerotorshaft,,"-A-
ABA
-A-","A: ore:ingotIron
B: ore:ingotCyanite",bigreactors:turbinerotorshaft,3,3
bigreactors:wrench,,"-A-
BAA
AB-","A: ore:ingotIron
B: minecraft:wool:5",bigreactors:wrench,3,3
bonsaitrees:bonsaipot,,"A-A
AAA",A: minecraft:brick,bonsaitrees:bonsaipot,3,2
bonsaitrees:bonsaipot_hopping,,"A
B","A: bonsaitrees:bonsaipot
B: minecraft:hopper",bonsaitrees:bonsaipot:1,1,2
campfire:campfire_recipe,,"-A-
AAA
BBB","A: ore:logWood
B: ore:stickWood",campfire:campfire,3,3
ceramics:barrels/stained_barrel/white,ceramics:barrel_staining,"AAA
ABA
AAA","A: ceramics:clay_barrel | ceramics:clay_barrel_stained:*
B: ore:dyeWhite",ceramics:clay_barrel_stained x8,3,3
ceramics:barrels/stained_barrel/orange,ceramics:barrel_staining,"AAA
ABA
AAA","A: ceramics:clay_barrel | ceramics:clay_barrel_stained:*
B: ore:dyeOrange",ceramics:clay_barrel_stained:1 x8,3,3
ceramics:barrels/stained_barrel/purple,ceramics:barrel_staining,"AAA
ABA
AAA","A: ceramics:clay_barrel | ceramics:clay_barrel_stained:*
B: ore:dyePurple",ceramics:clay_barrel_stained:10 x8,3,3
ceramics:barrels/stained_barrel/blue,ceramics:barrel_staining,"AAA
ABA
AAA","A: ceramics:clay_barrel | ceramics:clay_barrel_stained:*
B: ore:dyeBlue",ceramics:clay_barrel_stained:11 x8,3,3
ceramics:barrels/stained_barrel/brown,ceramics:barrel_staining,"AAA
ABA
AAA","A: ceramics:clay_barrel | ceramics:clay_barrel_stained:*
B: ore:dyeBrown",ceramics:clay_barrel_stained:12 x8,3,3
ceramics:barrels/stained_barrel/stained_green,ceramics:barrel_staining,"AAA
ABA
AAA","A: ceramics:clay_barrel | ceramics:clay_barrel_stained:*
B: ore:dyeGreen",ceramics:clay_barrel_stained:13 x8,3,3
