ID,Group,Input Ingredients,Output Item
bibliocraft:purple_dyed_lanterngold,bibliocraft,"minecraft:dye:5
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:12
bibliocraft:magenta_dyed_lanterngold,bibliocraft,"minecraft:dye:13
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:13
bibliocraft:pink_dyed_lanterngold,bibliocraft,"minecraft:dye:9
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:14
bibliocraft:brown_dyed_lanterngold,bibliocraft,"minecraft:dye:3
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:15
bibliocraft:gray_dyed_lanterngold,bibliocraft,"minecraft:dye:8
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:2
bibliocraft:black_dyed_lanterngold,bibliocraft,"minecraft:dye
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:3
bibliocraft:red_dyed_lanterngold,bibliocraft,"minecraft:dye:1
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:4
bibliocraft:orange_dyed_lanterngold,bibliocraft,"minecraft:dye:14
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:5
bibliocraft:yellow_dyed_lanterngold,bibliocraft,"minecraft:dye:11
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:6
bibliocraft:lime_dyed_lanterngold,bibliocraft,"minecraft:dye:10
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:7
bibliocraft:green_dyed_lanterngold,bibliocraft,"minecraft:dye:2
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:8
bibliocraft:cyan_dyed_lanterngold,bibliocraft,"minecraft:dye:6
bibliocraft:lanterngold | bibliocraft:lanterngold:1 | bibliocraft:lanterngold:2 | bibliocraft:lanterngold:3 | bibliocraft:lanterngold:4 | bibliocraft:lanterngold:5 | bibliocraft:lanterngold:6 | bibliocraft:lanterngold:7 | bibliocraft:lanterngold:8 | bibliocraft:lanterngold:9 | bibliocraft:lanterngold:10 | bibliocraft:lanterngold:11 | bibliocraft:lanterngold:12 | bibliocraft:lanterngold:14 | bibliocraft:lanterngold:15",bibliocraft:lanterngold:9
bibliocraft:white_dyed_lanterniron,bibliocraft,"minecraft:dye:15
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron
bibliocraft:lightgray_dyed_lanterniron,bibliocraft,"minecraft:dye:7
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:1
bibliocraft:lightblue_dyed_lanterniron,bibliocraft,"minecraft:dye:12
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:10
bibliocraft:blue_dyed_lanterniron,bibliocraft,"minecraft:dye:4
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:11
bibliocraft:purple_dyed_lanterniron,bibliocraft,"minecraft:dye:5
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:12
bibliocraft:magenta_dyed_lanterniron,bibliocraft,"minecraft:dye:13
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:13
bibliocraft:pink_dyed_lanterniron,bibliocraft,"minecraft:dye:9
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:14
bibliocraft:brown_dyed_lanterniron,bibliocraft,"minecraft:dye:3
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:15
bibliocraft:gray_dyed_lanterniron,bibliocraft,"minecraft:dye:8
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:2
bibliocraft:black_dyed_lanterniron,bibliocraft,"minecraft:dye
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:3
bibliocraft:red_dyed_lanterniron,bibliocraft,"minecraft:dye:1
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:4
bibliocraft:orange_dyed_lanterniron,bibliocraft,"minecraft:dye:14
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:5
bibliocraft:yellow_dyed_lanterniron,bibliocraft,"minecraft:dye:11
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:6
bibliocraft:lime_dyed_lanterniron,bibliocraft,"minecraft:dye:10
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:7
bibliocraft:green_dyed_lanterniron,bibliocraft,"minecraft:dye:2
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:8
bibliocraft:cyan_dyed_lanterniron,bibliocraft,"minecraft:dye:6
bibliocraft:lanterniron | bibliocraft:lanterniron:1 | bibliocraft:lanterniron:2 | bibliocraft:lanterniron:3 | bibliocraft:lanterniron:4 | bibliocraft:lanterniron:5 | bibliocraft:lanterniron:6 | bibliocraft:lanterniron:7 | bibliocraft:lanterniron:8 | bibliocraft:lanterniron:9 | bibliocraft:lanterniron:10 | bibliocraft:lanterniron:11 | bibliocraft:lanterniron:12 | bibliocraft:lanterniron:14 | bibliocraft:lanterniron:15",bibliocraft:lanterniron:9
bibliocraft:oak_seatback3,bibliocraft,"minecraft:wooden_slab
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3
bibliocraft:spruce_seatback3,bibliocraft,"minecraft:wooden_slab:1
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:1
bibliocraft:birch_seatback3,bibliocraft,"minecraft:wooden_slab:2
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:2
bibliocraft:jungle_seatback3,bibliocraft,"minecraft:wooden_slab:3
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:3
bibliocraft:acacia_seatback3,bibliocraft,"minecraft:wooden_slab:4
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:4
bibliocraft:darkoak_seatback3,bibliocraft,"minecraft:wooden_slab:5
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:5
bibliocraft:framed_seatback3,bibliocraft,"bibliocraft:framingboard
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:6
bibliocraft:oak_seatback5,bibliocraft,"minecraft:wooden_slab
minecraft:wooden_slab
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5
bibliocraft:spruce_seatback5,bibliocraft,"minecraft:wooden_slab:1
minecraft:wooden_slab:1
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:1
bibliocraft:birch_seatback5,bibliocraft,"minecraft:wooden_slab:2
minecraft:wooden_slab:2
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:2
bibliocraft:jungle_seatback5,bibliocraft,"minecraft:wooden_slab:3
minecraft:wooden_slab:3
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:3
bibliocraft:acacia_seatback5,bibliocraft,"minecraft:wooden_slab:4
minecraft:wooden_slab:4
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:4
bibliocraft:darkoak_seatback5,bibliocraft,"minecraft:wooden_slab:5
minecraft:wooden_slab:5
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:5
bibliocraft:framed_seatback5,bibliocraft,"bibliocraft:framingboard
bibliocraft:framingboard
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:6
bibliocraft:slottedbook,bibliocraft,"minecraft:writable_book
bibliocraft:label | bibliocraft:label:1 | bibliocraft:label:2 | bibliocraft:label:3 | bibliocraft:label:4 | bibliocraft:label:5 | bibliocraft:label:6","bibliocraft:slottedbook {authorName:""by Sir Hidington""}"
bibliocraft:white_dyed_swordpedestal,bibliocraft,"minecraft:dye:15
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal
bibliocraft:orange_dyed_swordpedestal,bibliocraft,"minecraft:dye:7
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:1
bibliocraft:purple_dyed_swordpedestal,bibliocraft,"minecraft:dye:12
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:10
bibliocraft:blue_dyed_swordpedestal,bibliocraft,"minecraft:dye:4
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:11
bibliocraft:brown_dyed_swordpedestal,bibliocraft,"minecraft:dye:5
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:12
